[00:00] (背景音乐：轻快的吉他旋律)
[40:14] [主播]：所以刚才说到就是会员体系在2016年，其实2016年万豪收购了喜达屋之后，对整个业界是一个巨大的震撼，就等于一个巨无霸就诞生了。
[40:27] [主播]：当然你现在看起来并没有说因此希尔顿啊、凯悦之类的就活不下去的或者怎么样，大家还是各自找到了自己的这个生存的知道。
[40:37] [嘉宾-猫草]：你让我想到了上次我们在雅加达，是住的是一个洲际系的酒店。
[40:42] [主播]：哦洲际。
[40:42] [嘉宾-猫草]：洲际最典型。
[40:43] [主播]：因为那个酒店实在太破了，然后我俩已经在那儿住下，后来又来了另外一个人，他也是看过酒店的，就是他研究过酒店的。
[40:47] [主播]：他看完这个洲际装修，他就“嗯，洲际，果然是对加盟商放得最松的。”
[40:55] [主播]：真的，洲际应该是所有酒店集团里面这个胶标准差拉得最大的。
[41:02] [主播]：对，所以你很难想象丽晶这样的品牌在洲际里面就是它是非常把它独立出来的，就Regent这个品牌。
[41:11] [主播]：就是因为它不想被洲际的其他酒店集团的这个一个负，可以说是负影响力带掉，所以你会发现洲际集团对丽晶是做了一个特殊的处理。
[41:21] [嘉宾-Cindy]：对，独立档的。
[41:22] [主播]：对，独立档的处理。
[41:23] [嘉宾-Cindy]：还有就是从消费者本身入住的这个体验来看，我觉得很多时候对于一个品牌有认知，买的就是它一个服务的均一性。
[41:31] [嘉宾-Cindy]：就是这个品质你必须帮我维持在这个水准线上，否则我为什么要订你这个酒店呢？
[41:38] [主播]：对，所以让我们拉回到我们的主线。
[41:40] [主播]：关于这个会员它背后的这种消费者的心理嘛，就它到底它的商业逻辑是什么？
[41:47] [主播]：我觉得还蛮有趣的，就是第一个，其实我们刚才讨论了这么多，很简单的一个逻辑，大家都能明白的就是为什么我们每次入住连锁酒店都会如果你不是会员，都会被前台问你要不要加入我们这个会员？
[41:57] [嘉宾-Cindy]：对。
[41:58] [主播]：它就是想培养你的忠诚度，提升所谓的客户的终身价值，对吧？
[42:04] [主播]：因为我相信这些酒店集团都有非常多的数据能够证明，只要这个客户是我的会员，他的这个消费倾向和频率应该会远远地高于不是会员。
[42:14] [嘉宾-猫草]：哦，它有非常多的数据，甚至就连星巴克的高新计划都比普通的消费者，它的购买频次和单次价格都要高得多。
[42:24] [主播]：对，就是消费金额不光是一个频次的问题，就是我看洲际的一个数据，它的这个副总裁就说，他们还有专门针对忠诚计划的副总裁。
[42:33] [主播]：就是等于这个人就是负责整个会员的一个副总裁，它就说加入计划后，给予酒店的消费金额其实会比入会前提升36%。
[42:42] [主播]：那这个对于酒店来说，对于这个集团来说，我就愿意用一些积分去回馈你嘛，因为理论上说这个酒店，我们我们每次入住之后得到的这个积分都是酒店在实打实的Cashback，等于给你给你返回回来。
[42:56] [主播]：虽然这个积分的价值在不断地贬值或者说它在不断地玩各种花样，但是不管怎么样，它都是一个一个给你的一个反馈。
[43:04] [主播]：那这个目的最终还是羊毛出在羊身上，它希望你多来这里去消费。
[43:10] [主播]：所以为此其实它会玩出各种各样的花样，比如说第一个，很有趣的就是会员的这个层级。
[43:19] [主播]：就相当于你住比如说10晚你是一个银卡，然后20晚是一个金卡，50晚可能是一个钻卡。
[43:27] [主播]：然后呢，你住到最高级的之后，它就开始跟你说，哎，你住，你比如说每个酒店去玩不样啊，像万豪就是规定10年你都是我的白金，一共房晚住到多少晚之后你就变成终身。
[43:39] [主播]：哎，人家凯悦就必须你要消费满20万美金。
[43:43] [主播]：就是他说的不是20万美金，它说的是一个基本积分，但因为它的基本积分是完全跟花的钱挂钩的。
[43:49] [主播]：所以你就可以算出来，就是你这一辈子就是得在凯悦花上20万美金，你才能成为它的终身万豪客。
[43:56] [主播]：那20万美金想想看140万人民币。
[43:59] [嘉宾-猫草]：啊，那可太难花到了。
[44:01] [主播]：还是真的很难花到。
[44:01] [嘉宾-猫草]：非常难。
[44:02] [主播]：而且对于一个如果你是出差党的话，除非你的你的这个公司真的是就是给了你非常高的上限，然后让你一年360天住在白月里面。
[44:13] [主播]：否则20万，对，它就设了一个很高的门槛。
[44:16] [嘉宾-Cindy]：我觉得我在工作以后心态发生了很大的变化，以前我是出差的时候绝不为公司多贴一分钱。
[44:23] [嘉宾-Cindy]：因为我觉得我是来出差的，我一毛钱都不要贴给一个狗公司。
[44:27] [嘉宾-Cindy]：但是后来我就慢慢觉得，因为出差的时间太长了，你就会觉得这也是我的人生。
[44:31] [嘉宾-Cindy]：如果我虐待自己，就是在出差的时候总是贴着这个线去虐待自己，那我人生当中相当一部分就被浪费了。
[44:38] [嘉宾-Cindy]：所以我就开始慢慢能接受我这个破公司贴点钱了。
[44:44] [主播]：就是出差，出差住酒店还自己贴点，贴点。
[44:48] [嘉宾-Cindy]：不是你要知道就是真正券商里面，就哪怕我们行业吧，它真正报销标准高的仍然是那些做一些涉外业务的。
[44:55] [嘉宾-Cindy]：如果你股东背景是纯内资，且没有什么涉外业务，它的标准不会很高的。
[45:00] [嘉宾-Cindy]：以我们出差的频次来看，因为你一年你可能要住100个间夜以上。
[45:07] [嘉宾-Cindy]：那100个间夜，你不好好对待自己就是三分之一的时光被浪费了。
[45:12] [主播]：100个间夜对于公司来说，哇，这个人如果标准提高，哪怕提高10块钱，可能就是一个很高的整个对于这个员工的投入。
[45:20] [嘉宾-Cindy]：没错。
[45:20] [主播]：所以两，两方的博弈的结果就是猫草老师选择了善待自己，贴点钱。
[45:26] [嘉宾-Cindy]：我觉得我就更惨了，因为我的标准实在是我觉得是地板上。
[45:30] [嘉宾-Cindy]：然后在，一二线城市里面，尤其是北京，想要找到一个在几环以内，二三环以内。
[45:39] [主播]：所以这才是前几年这些包括亚朵啊，包括全季啊，这些酒店我觉得发展的一个核心的驱动力嘛。
[45:46] [主播]：它还是提供了一个相对比较标准化的，你到哪里去它的床品啊等等的都能够有一定的水准。
[45:53] [主播]：但是呢它的价格又比国际连锁要低一些，我不知道在北京有没有达到Cindy说的这个标准啊。
[45:59] [嘉宾-Cindy]：很难，很难。
[46:00] [主播]：很难。
[46:00] [嘉宾-Cindy]：很难，我举一个例子，就是在我离职之前，在北京入住酒店，基本上你是住不到亚朵的。
[46:06] [主播]：亚朵不是还有个什么轻什么？
[46:08] [嘉宾-Cindy]：轻居也很，而且基本上你要住到四环五环以外，才能够有亚朵的轻居才能住上。
[46:14] [嘉宾-Cindy]：但是这个距离又非常的远，所以你不会去选择它。
[46:18] [嘉宾-Cindy]：然后再加上因为酒店集团它其实，比如说亚朵、亚朵S，亚朵，亚朵X和亚朵轻居。
[46:25] [嘉宾-Cindy]：这四个档次它用的隔音材料非常不同，所以当你住亚朵轻居的时候，它的隔音材料又满足不了你的要求。
[46:34] [嘉宾-Cindy]：所以这个时候你就只能要不然就住得远一点，然后可能稍微挑一个好一点的酒店，要不然你就真的只能窝居在二环以内的。
[46:44] [嘉宾-Cindy]：全季都很难住了，可能也得是汉庭了。
[46:47] [主播]：哎，但我很好奇，就是国内这些酒店集团，它是怎么考虑它的会员体系的？
[46:52] [主播]：好像我感觉也有，都有，但是呢，首先它的花样没有像海外玩了这么多，它的每个级别之间的差距好像也没有拉到这么大。
[47:06] [嘉宾-Cindy]：这个是因为我们国家的整个酒店集团的发展还是非常的大众跟经济型连锁。
[47:13] [嘉宾-Cindy]：像最大的几个酒店集团，一个是锦江，因为它现在大概可能会有12000家的酒店。
[47:18] [嘉宾-Cindy]：不过这12000家呢，它可能会有1500家左右会在法国欧洲那边，因为它收了海外的一个酒店。
[47:25] [主播]：洲际。
[47:26] [嘉宾-Cindy]：然后国内大家可能有一万家的酒店，这1万家的酒店里面它也是通过三次收购收购过来的。
[47:32] [嘉宾-Cindy]：所以相对来说它的品牌非常的散，但是又集中到了经济型跟中档的这个酒店里面去。
[47:39] [嘉宾-Cindy]：所以你会发现它的会员体系呢，因为多次收购，所以没有打得很通。
[47:46] [主播]：啊，这是一个很重要的理由。
[47:47] [嘉宾-Cindy]：对，所以你刚才说到前面其实有讲到万豪跟喜达屋合并的时候，就是会员发生了一个比较大的冲突嘛。
[47:55] [嘉宾-Cindy]：这个其实是万豪必须要去做以及它一个阵痛要做的一个过程，就是你必须把你的会员才能打通，才能够使得它的人群重叠。
[48:05] [嘉宾-Cindy]：要不然我是其实我只是买了喜达屋的一个牌子，我没有买到那一群人嘛。
[48:11] [主播]：对。
[48:12] [主播]：我我感觉那段时间这两个集团里面肯定有很多人加班加点做了很长时间的牛马，才从IT系统到怎么把两个会员体系到底怎么Match到一起去。
[48:21] [主播]：积分怎么样可以让它，因为很长时间都是1:3嘛，就是喜达屋的积分可以1:3换成万豪积分。
[48:29] [主播]：就类似这样，为什么射成1:3？我想信这背后有非常多的计算。
[48:33] [嘉宾-Cindy]：嗯，然后你像国内的酒店集团它在做合并的时候，有一些酒店集团它这方面就没有做得很好，所以拉锯战拉得非常的长，所以导致它的人群可能仍然有只有很少量通过它自己的预定系统，就是CRS的中央预定系统去预定。
[48:51] [嘉宾-Cindy]：可能最多只有20%左右吧，那这个其实它就不是很成功嘛。
[48:55] [嘉宾-Cindy]：那像比较成功的例子其实就是华住，因为华住它也有过一些收购的经验跟案例，比如说它当时收购桔子酒店。
[49:04] [嘉宾-Cindy]：就是一个。
[49:05] [主播]：哎呀，曾经非常喜欢的酒店集团。
[49:08] [嘉宾-Cindy]：对，就是它很有风格很有设计。
[49:10] [主播]：对。
[49:10] [嘉宾-Cindy]：然后很多人比较诟病华住和桔子的一点就是当它进入到了华住的体系里面，它就变得索然无味了。
[49:18] [嘉宾-Cindy]：嗯，那但是呢，华住做得狠大刀阔斧的一点，就是它收购了桔子之后的第一年，就是2012年以内吧，就把它的会员给打通了，就把它完全的融入到了华住的整体的华住汇里面去。
[49:31] [嘉宾-Cindy]：所以这个东西是能够导致它在未来把它的会员，甚至是把它的品牌去做连锁化，一个非常重要的基础。
[49:40] [主播]：对。
[49:41] [嘉宾-猫草]：华住的会员通过直销渠道预定的比例应该是全球最高。
[49:47] [主播]：全球最高。
[49:47] [嘉宾-猫草]：全球最高，比万豪还要。
[49:49] [主播]：哦。
[49:49] [嘉宾-猫草]：就是说万豪、希尔顿很多可能还不是他们的常旅客，他们可能是从OTA入口订的。
[49:55] [嘉宾-猫草]：但是华住的用户非常忠诚，大多数的华住用户真的会有一个华住会，就不管是小程序还是一个App，然后他们会通过这个华住会来进行预定。
[50:06] [嘉宾-猫草]：我记得应该能到60%到70%吧。
[50:08] [嘉宾-Cindy]：嗯，高峰的时候，如果是中央预定系统加上你B端的入口啊，可能会到70%左右，但是这两年呢因为受到OTA的冲击非常非常的大，然后就会下降，可能到50多。
[50:23] [嘉宾-Cindy]：但也是很高的。
[50:24] [主播]：哎，那这些人通过这个华住会去订，是因为华住给它的回馈会比较好吗？
[50:30] [嘉宾-Cindy]：呃，有一个很重要的点是早餐。
[50:33] [主播]：啊。
[50:34] [嘉宾-Cindy]：嗯，因为基本上大部分如果你是银会员，应该是金会员，它就会送你一份免费的早餐嘛，就是你预定的时候。
[50:42] [嘉宾-Cindy]：然后如果你是白金会员，应该就是送你两份早餐，所以这个价格就会比上你在OTA预定的时候更划算了。
[50:51] [主播]：我觉得早餐这件事情也非常的有意思啊，就是你会发现现在有两个趋势，一个趋势就是刚才Cindy说的，有一些比如说高级会员，他会送早餐，这个其实最早国际连锁也是这样的嘛，可能你到白金之上才能有这个事情。
[51:06] [主播]：然后但是你会发现他们现在有些品牌就是希望给每个人都提供早餐，最典型的就是凯悦你像它加轩就是只要你入住我的酒店，我就给你早餐。
[51:17] [主播]：哎，如果我没记错的话，反正它有一些品牌是这个样子的，用这种方式来吸引你，就相当于对，你不用担心说你订一个房间以后没有早餐。
[51:24] [主播]：因为感觉早餐对于绝大多数人来说还是一个刚需。
[51:28] [嘉宾-Cindy]：对，必须的。
[51:29] [嘉宾-Cindy]：嗯。
[51:29] [主播]：所以它感觉是就这个酒店集团能够吸引到它的会员的很重要的一个方式。
[51:36] [嘉宾-Cindy]：对，而且现在包括过去呢，其实是酒店集团用它自己的会员在抵抗OTA的系统嘛。
[51:42] [嘉宾-Cindy]：然后OTA系统呢它过去也没有把自己会员打造得非常的好。
[51:47] [嘉宾-Cindy]：但是经过了疫情之后，其实国内的OTA它发生在了会员体系上的变化，就是它的会员确实开始值钱了。
[51:55] [主播]：你说的OTA的会员。
[51:55] [嘉宾-Cindy]：就比如说携程，啊给你们介绍一下我们经济下行期牛马们的生活。
[52:00] [主播]：哎，嗯，携程对，我们也用很多年的，这个对，携程的、飞猪的。
[52:05] [主播]：我觉得OTA的这个会员体系应该最，也不是说最早啦，就是说首先把这个东西拉上来的好像还是飞猪。
[52:13] [主播]：我感觉它的F3、F4的这种体系，然后给它提供大量的权益，是不是应该比携程早？
[52:19] [主播]：因为我早期携程我感觉什么白金并没有什么太大的。
[52:23] [嘉宾-Cindy]：飞猪跟携程不太是一个模式的东西，飞猪就像一个天猫一样，它其实是各个品牌去那儿开店的。
[52:31] [嘉宾-Cindy]：就是它在因为OTA有四种模式，要不然你介绍一下。
[52:35] [嘉宾-Cindy]：就是OTA有不同的模式。
[52:36] [主播]：就是Cindy的这个主战场。
[52:37] [嘉宾-Cindy]：对，飞猪跟携程不太是一种东西。
[52:41] [嘉宾-Cindy]：我们应该，我忘了我们有没有在我们假期旅行的那一期有大概讲过，就比如说OTA它有大概三到四种模式啊。
[52:48] [嘉宾-Cindy]：我们比较常见的像携程、去哪儿、同程，它其实都算做同一类。
[52:56] [嘉宾-Cindy]：那这个呢，它就是就是平台型公司。
[53:00] [嘉宾-Cindy]：所有的酒店方也好，机票方也好，或者旅行社也好，都在它这个平台上做不是开店的模式，而是它在这儿怎么说呢？
[53:12] [主播]：首先这些平台本身没有买它的间夜嘛。
[53:15] [嘉宾-Cindy]：不是买的。
[53:16] [嘉宾-Cindy]：买的是吧？
[53:17] [嘉宾-Cindy]：这个是，这个有一个历史的发展，就是在过去的时候，尤其是不Booking啊和Expedia，它们都是买了，买断间夜的。
[53:26] [嘉宾-Cindy]：但是买断间夜呢会有一个问题，就是我自己承担了这个间夜的风险。
[53:31] [嘉宾-Cindy]：所以呢到后来就慢慢地发展成为我其实给你之间的间夜的购买是非常的松散的。
[53:39] [嘉宾-Cindy]：就比如说我跟你签了一个合同，我要你这个酒店一共100间房，但是你的50间房都是要在我这售卖的。
[53:45] [嘉宾-Cindy]：但这个成本我并不承担，我卖多少，算多少。
[53:49] [主播]：那这个，这个买有什么意义呢？
[53:52] [嘉宾-Cindy]：就是这个目的是为了让你的这个渠道留在我这边。
[53:56] [主播]：对，但我觉得对于酒店来说，你虽然我们签了一个合同，但是你也不承诺我能够卖出去，对吧？
[54:02] [主播]：那没卖也没有什么惩罚。
[54:06] [嘉宾-Cindy]：没有惩罚。
[54:07] [嘉宾-Cindy]：对，但这个就是越分散的行业，就是平台型的话语权就会越强嘛。
[54:14] [主播]：那当然，对。
[54:15] [嘉宾-Cindy]：对，所以所以你看像携程啊、Booking啊，它们都是从酒店起家的，就是因为酒店行业要比上机票的这个资源，它要分散的特别的多。
[54:24] [嘉宾-Cindy]：所以这个时候平台它有非常强的话语权去做这件事情。
[54:28] [嘉宾-Cindy]：那包括以前如果是这种很强绑定的买断的这种方式，OTA它自己承担的风险就特别大了。
[54:35] [嘉宾-Cindy]：所以它可能它就慢慢地就会往这边去转。
[54:41] [嘉宾-Cindy]：嗯，然后飞猪就是一个开店的模式。
[54:43] [主播]：对，飞猪就是开店的模式。
[54:43] [嘉宾-Cindy]：对，飞猪就是非常典型的它跟上游的资源的连接都不是很紧密的这样的一个平台。
[54:50] [嘉宾-Cindy]：然后我能卖多少都是依靠我这个旗舰店，我自己的投放能够投放多少，我能夠卖出去多少。
[54:57] [嘉宾-Cindy]：但是像携程它其实是一个完全平台主导型运营的这样的一个机制。
[55:04] [主播]：哎，我感觉海外的OTA好像没有飞猪这种模式吧，有吗？
[55:08] [嘉宾-Cindy]：呃，比较类似的其实是Airbnb。
[55:11] [主播]：啊。
[55:11] [嘉宾-Cindy]：但是Airbnb又是另外一。
[55:12] [主播]：对，它就走的不是酒店的这个。
[55:14] [嘉宾-Cindy]：对，它就是非标型的民宿了，而且它的收费方式也跟国内的不太一样。
[55:20] [嘉宾-Cindy]：你像携程它其实是向商家收费，我买的是你一个渠道的一个费用。
[55:26] [嘉宾-Cindy]：但是Airbnb呢它其实是像双向的，它向房东收费都非常少。
[55:34] [嘉宾-Cindy]：它就有一点点像我们国内的增值税。
[55:37] [主播]：对对对。
[55:38] [嘉宾-Cindy]：就是对对对，就是我在你的这个房价之上，我需要向这个购买方去支付一定的清洁费，加上我的增值税，就是我的OTA来自Airbnb的一个收费。
[55:51] [主播]：除了这两个模式还有别的模式吗？
[55:53] [嘉宾-Cindy]：其实就是早期的去哪儿也不太一样，早期去哪儿是一个信息聚合平台嘛。
[55:59] [嘉宾-Cindy]：对，但是那些都慢慢的已经转到了现在携程的这个模式了，就最开始我们说两到三个模式是因为有一方它可能是买断为主，另外一方它可能是平台型为主，它会有一点不一样。
[56:12] [嘉宾-Cindy]：那做的不太好的其实就是海外的Expedia，它可能还是以买断的形式为主的。
[56:18] [主播]：为什么说它做得不太好呢？
[56:20] [嘉宾-Cindy]：这个我觉得是区域性的原因，就是它主要的战场应该是在美国，然后美国它可能酒店它连锁化率又非常的高嘛，对吧？
[56:28] [嘉宾-Cindy]：然后它可能话语权就不是特别的强了。
[56:31] [嘉宾-Cindy]：但是你像Booking它是在欧洲起家的，但是欧洲的酒店它遍地是小酒店，然后它的区域又非常的，分，它不是一个大的一个区域。
[56:41] [嘉宾-Cindy]：所以在这个时候它的话语权就能够做得比较强，所以在这两家可以看到它们的走势也不太一样。
[56:48] [主播]：对，就为什么我们聊这么OTA其实也跟今天的主线还是有关系的，大家不要觉得我跟今天的会员体系没有关系。
[56:55] [主播]：是因为我再来之前就跟猫草老师聊，我说我很好奇的一个话题是为什么日本明明积分体系特别的繁荣。
[57:05] [主播]：如果你是旅游可能没有这个感受啊，你在那里生活的人，你手上可能有一大堆的积分的App，从乐天到什么这个T-point，然后再到等等的这些。
[57:16] [主播]：你到任何地方都可以积分，它都会有所谓的返还原，也就是所谓返返现。
[57:21] [主播]：但是日本的酒店集团去做这种积分体系跟会员体系的反而很少的。
[57:29] [主播]：就是可能比起...
[57:30] [嘉宾-Cindy]：欧美。
[57:30] [主播]：对，比起中国还要少，但是呢我后来去问了问AI，包括查了查资料，我发现其中一个非常重要的原因就是因为OTA。
[57:38] [主播]：就是因为在日本，直到现在为止，依然OTA占据了整个酒店预定的大头，其实我自己在日本玩的时候，以前在中国生活的时候我会用Jalan，就是JALAN。
[57:51] [主播]：它是一个有中文界面的这样一个预定网站，那我现在在日本生活，懂了一些日语之后我就用一休，也是订酒店的。
[58:00] [主播]：所以你会发现就算你上到这个酒店的官网，你真正点了预定之后，它依然大概率会跳到一个OTA上面去。
[58:10] [主播]：当然这个OTA就可能不是我刚刚说的一休或者Jalan，它可能是一个更加隐藏在后面的，但至少不是这个酒店自己做的一个预定系统。
[58:20] [主播]：所以因为这些OTA过于发达，就导致第一酒店没有动力，第二它也不能做，因为如果你的，当你的间夜有80%都来自于OTA的时候，你就不愿意去跟他产生一个抗争，甚至我怀疑这些OTA会不允许他们去发展出一个比较。
[58:39] [嘉宾-Cindy]：可能会反驳。
[58:40] [主播]：对，丰富的会员体系。
[58:41] [嘉宾-Cindy]：嗯。
[58:41] [主播]：就好像我觉得航空当年的去做直销，曾经也遇到过这样的问题，其实是会有跟OTA之间的一些斗争的往来的。
[58:51] [嘉宾-Cindy]：而且因为OTA，就O是online嘛，是线上的，线上的就意味着它的整个出打，它是个流量入口。
[58:58] [嘉宾-Cindy]：它的触达是比线下的那些小网点要大得多的。
[59:03] [嘉宾-Cindy]：航空公司当年的票代，什么前代后代，其实很分散，你像上市的有一个公司是叫腾邦，这公司现在已经完全不叫这个名字了。
[59:13] [主播]：上个时代的眼泪啊。
[59:14] [嘉宾-Cindy]：对对对，它其实它非常分散，它已经是很大的票代了，但是比起航空公司来说，它也就是九牛一毛。
[59:21] [嘉宾-Cindy]：OTA不一样，就是你今天的Booking，携程，其实没有哪个单家的酒店可以跟他们抗衡。
[59:29] [嘉宾-Cindy]：所以，而且OTA收费是特别贵的。
[59:32] [主播]：是吧。
[59:32] [嘉宾-Cindy]：你猜猜OTA要向酒店收多少钱？我打个比方你订了一个房间1000块钱这个间夜，含税1000块钱，你猜OTA要收多少钱？
[59:41] [主播]：100到150。
[59:43] [嘉宾-Cindy]：嗯，还是大体准确的。
[59:44] [主播]：大体准确。
[59:45] [嘉宾-Cindy]：大体准确的。中国会少一些，中国的整个Take Rate大概能在8个点左右，但是海外能到15个点以上。
[59:52] [主播]：那就真的是非常贵。
[59:53] [嘉宾-Cindy]：非常贵。
[59:54] [嘉宾-Cindy]：嗯。
[59:54] [嘉宾-Cindy]：然后你像Airbnb的话，它像住客收费是12%，向房东收费是3%。
[06:02] [主播]：那加起来也是15点。
[06:03] [嘉宾-Cindy]：对，但是很多时候它会因为为了吸引房东到它这儿来注册嘛，所以可能房东那一部分是会更低一些，会，而且甚至可能会免费。
[06:13] [主播]：所以你可以想象就是这些连锁酒店当它用自己的会员体系去回馈它的会员的时候，它的上限其实就可以跟这个OTA对它的收费做一个比较，对吧？
[06:23] [主播]：就是只要我不超过10%到15%的这个线，其实我都能把这个账算过来。
[06:29] [嘉宾-Cindy]：没错。
[06:29] [主播]：对吧？它，你就是我是一个这样的会员，我就应该在这个酒店里有早餐，你至少要给我一份早餐，我至少能拿到这样的5%的积分，甚至有的会细到像一些希尔顿这些最典型的就是在海外有些酒店没有饮用水。
[06:42] [主播]：那如果你是这个级别的会员，我会给你两瓶水。
[06:46] [主播]：就就类似这样的一些体验，它其实锁到下线。
[06:48] [主播]：那是因为这些连锁酒店它没有办法去提供一个非常非标准化的，就是给你一个让你觉得惊喜的这种体验，就是它打开这个上限。
[06:57] [主播]：但对于一些更加度假型的酒店，它可能就可以利用店长自己的一些体察、观察，包括它的服务团队的一些观察，给你打开上限，那它反而就不需要这个积分体系在这里。
[07:11] [主播]：我我的感觉可能优这方面的一个原因啊。
[07:12] [嘉宾-Cindy]：有可能。
[07:13] [嘉宾-Cindy]：我上一次住一家东南亚的酒店，我印象非常深刻的一点就是当我要出去吃东西的时候，我不知道附近有什么好吃的，然后我就问那个酒店的小哥。
[07:23] [嘉宾-Cindy]：那个小哥就给我，给我们列举了当地有不同类型的好吃的，直接列了个单子给我们，这是其一。
[07:31] [嘉宾-Cindy]：其二是它甚至告诉我，说如果你要去吃那一家海鲜，它会帮我们打电话给那个老板，然后那个老板开车来接我们。
[07:40] [嘉宾-Cindy]：然后甚至他说如果你们以后还想要回来，不想要打车的话，也可以让那个老板给我们送回来。
[07:47] [主播]：哎，对。
[07:47] [主播]：我觉得这个东西就非常非常非标。
[07:48] [主播]：所以我，我觉得酒店行业其实是一个很难做的行业，就是特别是如果往度假这边去走，因为大家对度假酒店的要求会比较高嘛。
[07:54] [主播]：那这种非标的东西你只能用SOP锁住下线，但是你像Cindy你，你接受到这种服务，我，我相信应该不至于在他的SOP里面有写这么细，对。
[08:04] [嘉宾-Cindy]：就肯定没有。
[08:05] [主播]：所以，所以就是我感觉酒店行业的经营者为什么这么重运营的一个业态的。
[08:11] [主播]：那今天其实我们聊关于酒店的会员体系和忠诚体系其实最开始我的想法只是在想说我们为什么要对一个酒店集团忠诚。
[08:24] [主播]：那酒店集团为什么要用这种东西来吸引一批忠实的客户，我觉得这是一个挺值得去有一点心理学，然后有一些商业的故事在里面。
[08:37] [主播]：那可能这期节目呢，大家听起来，特别是在经济下行期，会有些觉得怎么说，离日常生活有点远。
[08:49] [嘉宾-Cindy]：我觉得这件事情离日常生活的远近，其实对我们来说它也同样远，但是你的日常生活不可能每天都在捡路边石，你总是在一年一度的想要抬头看一下月亮当中度过。
[09:05] [嘉宾-Cindy]：人得怀着一点期待才能向未来生活。
[09:09] [主播]：所以日本经常会说一个他们去度假的时候要讲究就是非日常嘛，就是我一定要跟日常生活能够拉开，拉开距离。
[09:18] [主播]：那希望我们今天这天聊，能再让大家拉开距离的时候能够想到酒店到底在赚大家什么钱，然后他再试图用什么样的方式给大家提供情绪价值。
[09:32] [主播]：这个是其实是想讨论的一个话题。
[09:36] [嘉宾-Cindy]：嗯，主要还是最后祝愿一下大家都能在每一年吧，获得自己的非日常体验。
[09:43] [主播]：对，不一定是一个奢华酒店，甚至是是一个度假酒店。就希望大家都能找到自己的这个非日常的时刻吧。
[09:51] [嘉宾-Cindy]：对，能找到一个抬头看月亮的时刻。
[09:54] [主播]：好，谢谢大家，谢谢猫草老师跟Cindy，我们下次有机会再聊。
[09:58] [嘉宾-Cindy]：好，拜拜。
[10:00] [主播]：拜拜。
