## 中文播客音频转录

[00:00:00] [嘉宾]：逻辑上来讲，我觉得媒体朋友大家写的东西我还是得尽量的就得稍微注意一下，因为借壳这个事情，科创板是不让的。包括这个今天上午还有很多两三个创神给我发，说你怎么样看至远的这个事情，我们能不能尝试类似的这个动作？监管的审核永远是一把这个高悬的剑，需要去维护所有这个股东的权益。
[00:30:36] [主播]：对，我们可以回到你刚才说的这个收回7点啊，就你说的大家关注上委新材太少了，你说大家没有去看这几个股东是什么情况。

[00:30:43] [嘉宾]：很简单，就是第一，我提几个疑问嘛，就是这个蔡总的话，持有大概80%几的股份是吧？然后其中前三大，这次的转股交易啊，所涉及的就是原有的这个外面的这个主体BVI这些东西，还有一个叫金风。

[00:30:58] [主播]：对，金风投控。

[00:31:00] [嘉宾]：金风投控，我简单看了一下，就是上市前就已经在了，那是他们的这个合作方嘛，金风就金风科技。

[00:31:06] [主播]：这是做风电的那个公司。

[00:31:08] [嘉宾]：对。很合理啊，专业投资人，然后但你又看金风过去这个持股的比例变化，它其实一直在套啊，它一直在减持嘛。

[00:31:15] [主播]：他这次交易之前是5点多。

[00:31:17] [嘉宾]：对，他原来是应该是10%几吧，我如果没有记错的话。

[00:31:20] [主播]：然后这次交易之后非常少了，就只0.99了。

[00:31:22] [嘉宾]：是。然后这个不说这个，我们说一下就是刚才我想说的几个疑问嘛。第一就是蔡总持股比例这么大，然后他只转让了部分，然后同时他放弃了这个投票权。放弃投票权，它的含义很简单，就是你不再是老大了。但如果说对于企业家来讲，如果你不是公司的实际控制人，你就控制不了任何东西，逻辑上来讲，你只能变成一个投资人。那他为什么会愿意放弃那么大比例的投票权？就是把实际控制人给到了邓总。为什么？他会愿意做这个事情？因为逻辑上来讲，公司放在自己手上肯定是更稳嘛。我不管做什么，比如说他是做这个风电那个数字交什么之类的，员工，然后包括业务，都能控制。然后公司未来发展，比如要多少净利润，我其实都能控制，包括公司账户U盾。很简单，这个走到极限就是公司账上的钱，在谁手里面，那谁就可以控制这个U盾的这个钱的来往嘛。这就比较底线的思考了，那在这种情况下，他愿意放弃这个这些东西的条件是什么？

[00:32:18] [主播]：不想做原来业务了。

[00:32:19] [嘉宾]：肯定是啊，我觉得这个大家都会觉得智源是一个不错的企业，就是我觉得，而且在这种情况下，智源肯定会对股价有很好的这个激励嘛。然后逻辑上来讲，过去他是7块7毛8，现在它明显变成13块。

[00:32:31] [主播]：是，已经翻了一倍。对，按你刚才说的1逻辑套上去就是10倍。

[00:32:34] [嘉宾]：你刚才这个逻辑很好。

[00:32:36] [主播]：对，你刚才自己算。

[00:32:37] [嘉宾]：我觉得不是我算的，是股民朋友算的。我觉得这个股民朋友很有意思的，他可以尝试来做一季。不要二级市场炒股票，来一级市场谈谈梦想嘛，对吧？来我们一级市场，然后当我们一级市场现在也变了，也得用用钱去买梦想了，让自己的梦想可以持续。

[00:32:54] [主播]：嗯，这是你的第一个疑问啊，他为什么愿意就是让出投票权和控制权？

[00:32:59] [嘉宾]：对。然后第二个疑问就是大家其实也没有关注说这个钱从谁的口袋里出这件事情，就是钱是从哪里来的？

[00:33:05] [主播]：他这个主体是，我就说出钱的主体啊，在公告里他是分了好几个主体，一个是叫智源衡越。

[00:33:12] [嘉宾]：嗯。

[00:33:12] [主播]：还有一个应该是叫智源新创。

[00:33:14] [嘉宾]：对，大家都回去，我觉得这个现在互联网都比较发达，就是每公司主体，背后站着谁，大家谁出资出资比例，包括这个最后的这个执行的事物合伙人究竟是谁，拿可以去翻一翻，多翻一翻。很多事情的，尤其二级市场，二级市场很多细节隐藏在这些公告里面，因为他不得不公告，这些公告其实是很很实用的东西。其实逻辑上来讲，你分析这个case，你要看的东西就是这个公告，然后再结合刚才说的尊重二级，尊重监管，看监管的条款，其实就基本上就齐全了。其实不用猜，二级市场千万别猜，二级市场就很实的，每一个主体后面站着谁，有多少持股比例，你就能看看到钱是从谁的口袋里面出来，然后也能够反向推说这个这个钱为什么是他出，为什么是他出而不是他出。

[00:33:58] [主播]：因为它的公告里其实列了非常详细的股权架构，就是我开头放的那个文件的链接，还有收录子的图例。目前披露的情况来看的话，一共拿出来的7.8亿来买上伟新材料的股份的这些钱，它是有两个出资方，一个是出资站到了80%以上的智源衡越。另一家是叫做智源新创合伙。智源新创它的结构比较简单，就是邓太华自己占了80%，然后有另一个股东叫魏云龙占了20%。那回到衡越的话，衡越要稍微复杂一点。它有两个对半的大股东，一个往上穿就是智源机器人，就是这个公司，然后另一个他没有披露具体的股权比例，是叫衡越鼎峰。这我确实说起来有点绕啊，就大家可以看图。就总之在这个公告里他写的这个另一个是提到了里面会包含邓太华、彭志辉、江青松、姚茂清、王闯、田华等核心团队的，然后也讲到会有重要的产业方和合作方。

[00:34:58] [嘉宾]：是。那这里面就涉及到这个是，比如说智源肯定是出了钱的，对吧？比如说钱为什么可以从智源出呢？因为智源是一个一级市场的公司，对不对？即使他做股改了吗现在？与树应该是做股改。

[00:35:08] [主播]：与树做股改了，但智源在这个，至少在这个股权表里，它叫上海智源新创技术有限公司。

[00:35:16] [嘉宾]：那就是有限责任公司嘛，那还没有做股改。没有做股改的话，这个如果说重大的这个投资就得看他的股东协议。其实逻辑上来讲，我我我再说的更直接一点，在一级市场做任何的动作，包括我们之前解决了很多的回购项目啊，包括说这个重组的项目，出售的项目，其实最后都会回到一个东西，股东协议加公司法，就这两个东西很重要。

[0m35:38s] [主播]: 股东协议，公司法。

[0m35:38s] [嘉宾]: 股东协议，就大家过去融资的时候每一轮签签的，就比如说你公司账上有很多的钱，然后我看到有些媒体记者朋友写的说这个反正就写的很含糊，说智源融了好多的钱，对不对？

[0m35:51s] [主播]: 智源是这样的，它一共融了八轮，但它并没有每一轮都披露，但它披露的加起来，它至少是融了20亿。

[0m35:56s] [嘉宾]: 应该可能更多。

[0m35:57s] [主播]: 更多，应该肯定比这多，因为我只20亿是指披露的。

[0m36:00s] [嘉宾]: 是，可能更多。那很多钱在他账上，媒体朋友可能会觉得那是不是把账上的钱拿出来去买这个股票就可以了。但账上的钱怎么出来，需要过股东会，是否要过股东会或董事会。那如果是这种情况，过股东会和董事会的情况，这么大笔钱，它肯定是内部经过这个完整的磋商的。

[0m36:21s] [主播]: 那我们接下来讲讲这个事情的影响吧，就是说是不是对其他的一些类似处境的科技公司，比如说它账上的现金比较多，然后它其实是有实力可能去买一些上市公司的股份的这种公司有效法的意义。

[0m36:34s] [嘉宾]: 有，第一个就是大家会不会学，当然会学啊，这个它属于说监管也支持嘛，其实我们也支持，因为我们做并购也希望有更多的deals，这个deals其实一方面来源于说二级市场的这个公司收购一级市场的公司，对吧？或者说这个大公司间的合并，其实越多这样的一个信号，其实对交易的活跃度都是有帮助的。

[0m36:53s] [主播]: 他最近是政策出现什么变化吗？就为什么在之前好像没有出现类似的交易啊，因为其实有很多钱的一级市场科技公司之前几年都有的，一直都有的。

[0m37:02s] [嘉宾]: 哦，对。那是因为这个是这个逻辑上来讲就是因为去年到2024年的这个下半年开始，逐渐有一些监管的一些信号出来嘛，逻辑上要支持大家去做并购重组嘛。这个是监管的信号，其实二级市场更看监管，还是一样，尊重二级，尊重监管。

[0m37:16s] [主播]: 这个监管的信号具体是什么？
